GeneID	Reads
FBgn0024975	53
FBgn0010482	63
FBgn0000964	0
FBgn0033142	0
FBgn0033145	0
FBgn0031571	13
FBgn0004028	0
FBgn0050424	132
FBgn0050421	777
FBgn0050420	187
FBgn0050423	637
FBgn0050429	0
FBgn0050428	14
FBgn0020546	0
FBgn0033395	0
FBgn0033397	40
FBgn0033391	2254
FBgn0033392	132
FBgn0033393	4242
FBgn0041579	0
FBgn0034059	558
FBgn0035428	0
FBgn0035429	0
FBgn0024510	84
FBgn0030224	0
FBgn0035424	2456
FBgn0035425	3141
FBgn0035426	6
FBgn0035427	0
FBgn0035420	3503
FBgn0035421	486
FBgn0035422	42734
FBgn0035423	9870
FBgn0033138	0
FBgn0033139	0
FBgn0030734	1752
FBgn0033648	21
FBgn0033649	98
FBgn0033130	3
FBgn0030733	2687
FBgn0033644	66
FBgn0033645	45
FBgn0033134	55
FBgn0033135	4
FBgn0033640	2
FBgn0033137	10
FBgn0069973	17
FBgn0069972	2
FBgn0040509	0
FBgn0040508	0
FBgn0069977	0
FBgn0030731	5433
FBgn0040503	140
FBgn0040502	2
FBgn0034239	126
FBgn0040507	0
FBgn0040506	0
FBgn0040505	484
FBgn0039890	2173
FBgn0039897	0
FBgn0039896	3
FBgn0250753	7703
FBgn0250755	58
FBgn0031602	0
FBgn0250757	0
FBgn0250756	2
FBgn0035397	2446
FBgn0005779	0
FBgn0005778	0
FBgn0035392	68
FBgn0035393	726
FBgn0035390	2451
FBgn0027329	19237
FBgn0010223	19
FBgn0005771	9
FBgn0005777	2407
FBgn0005776	10540
FBgn0005775	0
FBgn0035399	227
FBgn0002787	1843
FBgn0013709	0
FBgn0031606	618
FBgn0013705	0
FBgn0013704	0
FBgn0013707	0
FBgn0031607	490
FBgn0013701	0
FBgn0013700	0
FBgn0013703	0
FBgn0013702	0
FBgn0041194	0
FBgn0040553	0
FBgn0053819	0
FBgn0051875	163
FBgn0051874	5
FBgn0053810	0
FBgn0053813	0
FBgn0053812	0
FBgn0053815	0
FBgn0053814	0
FBgn0053817	0
FBgn0053816	0
FBgn0051876	0
FBgn0250786	3075
FBgn0052141	5
FBgn0051870	0
FBgn0025645	0
FBgn0025644	0
FBgn0025394	543
FBgn0025641	27
FBgn0025640	444
FBgn0025391	0
FBgn0025642	3
FBgn0063449	334
FBgn0250785	327
FBgn0027779	2658
FBgn0029768	0
FBgn0029769	0
FBgn0032519	11
FBgn0032518	50906
FBgn0032515	1120
FBgn0039274	332
FBgn0039277	577
FBgn0029761	3
FBgn0032511	3067
FBgn0039270	139
FBgn0032513	1270
FBgn0039272	17
FBgn0086265	5
FBgn0086266	1
FBtr0087901	0
FBgn0034142	1275
FBgn0037206	569
FBgn0085640	0
FBgn0053769	0
FBgn0053768	0
FBgn0053767	0
FBgn0053766	0
FBgn0053764	0
FBgn0037934	0
FBgn0037935	0
FBgn0037936	4
FBgn0037937	10
FBgn0037930	2686
FBgn0037931	225
FBgn0037933	371
FBgn0037938	17
FBgn0037939	2
FBgn0000536	737
FBgn0000535	80
FBgn0033330	0
FBgn0000826	334
FBgn0016081	4235
FBgn0016080	193
FBgn0003321	3549
FBgn0003326	4
FBgn0039644	354
FBgn0039645	6
FBgn0003328	480
FBgn0039647	3
FBgn0039640	84
FBgn0052568	0
FBgn0039642	265
FBgn0031091	1661
FBgn0031090	3291
FBgn0031093	1050
FBgn0028380	1020
FBgn0031094	604
FBgn0031097	10
FBgn0031099	77
FBgn0031098	920
FBgn0035911	650
FBgn0033055	1220
FBgn0011361	2242
FBgn0004636	2050
FBgn0014029	8774
FBgn0016660	0
FBgn0029948	0
FBgn0029949	0
FBgn0029946	0
FBgn0029947	0
FBgn0029944	754
FBgn0029945	14
FBgn0031895	474
FBgn0029943	902
FBgn0029940	0
FBgn0031896	604
FBgn0011829	0
FBgn0027094	8524
FBgn0027095	3397
FBgn0027093	2959
FBgn0027090	1291
FBgn0027091	2838
FBgn0034603	172
FBgn0034602	0
FBgn0034601	0
FBgn0034600	464
FBgn0034606	0
FBgn0015288	14223
FBgn0040089	14
FBgn0015286	1492
FBgn0015287	3984
FBgn0034356	8
FBgn0015282	2630
FBgn0015283	4678
FBgn0040080	1520
FBgn0034352	0
FBgn0038113	2
FBgn0038111	2670
FBgn0038110	394
FBgn0038115	5
FBgn0038114	0
FBtr0114241	0
FBgn0038119	6
FBgn0038118	781
FBgn0037556	1474
FBgn0030277	5
FBgn0037554	411
FBgn0037555	913
FBgn0030272	20
FBgn0037553	0
FBgn0037550	726
FBgn0030271	12
FBgn0085191	0
FBgn0030278	0
FBgn0037559	73
FBgn0036605	0
FBgn0036607	0
FBgn0036606	0
FBgn0036601	0
FBgn0036600	2
FBgn0036603	0
FBgn0036602	0
FBgn0036609	0
FBgn0036608	0
FBgn0040262	4
FBgn0040260	10
FBgn0040261	0
FBgn0010014	8
FBgn0010015	0
FBgn0036338	74
FBgn0010019	3
FBgn0010548	1695
FBgn0010549	0
FBgn0023179	4
FBgn0023178	6
FBgn0004237	8070
FBgn0037188	701
FBgn0023175	3928
FBgn0023174	1762
FBgn0026417	601
FBgn0026411	0
FBgn0051226	0
FBgn0023172	4895
FBgn0034005	8
FBgn0038829	388
FBgn0051221	0
FBgn0058160	0
FBgn0058162	0
FBgn0058164	0
FBgn0051222	228
FBgn0021825	2624
FBgn0026576	1403
FBgn0051439	0
FBgn0051438	0
FBgn0037180	0
FBgn0051437	0
FBgn0051436	96
FBgn0051431	92
FBgn0051432	0
FBgn0030852	87
FBgn0030853	1844
FBgn0030850	1616
FBgn0037182	2118
FBgn0030854	2060
FBgn0030855	731
FBgn0051228	0
FBgn0030858	1237
FBgn0030859	22
FBgn0026573	1554
FBgn0085278	0
FBgn0085279	164
FBgn0085276	0
FBgn0085277	0
FBgn0085274	0
FBgn0085275	83
FBgn0085272	0
FBgn0085273	0
FBgn0085271	201
FBgn0032728	256
FBgn0032729	337
FBgn0032723	564
FBgn0032720	448
FBgn0032721	2079
FBgn0032726	59
FBgn0032727	1112
FBgn0032724	396
FBgn0032725	760
FBgn0030237	932
FBgn0023549	110
FBgn0023545	481
FBgn0023546	3
FBgn0023540	472
FBgn0023541	149
FBgn0023542	1342
FBgn0086075	3
FBgn0086074	6
FBgn0086077	0
FBgn0086076	0
FBgn0086071	1
FBgn0086070	1
FBgn0086073	0
FBgn0086072	9
FBgn0086079	1
FBgn0086078	0
FBgn0003916	1
FBgn0037475	0
FBgn0030235	1935
FBgn0001206	691
FBgn0001205	615
FBgn0001204	0
FBgn0001203	29
FBgn0053155	696
FBgn0053156	436
FBgn0052412	85
FBgn0053158	532
FBgn0053159	2
FBgn0086384	2421
FBgn0001208	0
FBgn0031951	1149
FBgn0085515	0
FBgn0086695	673
FBgn0085514	0
FBgn0040942	749
FBgn0042131	40
FBgn0042132	245
FBgn0053489	65
FBgn0042134	3387
FBgn0042135	1196
FBgn0042641	143
FBgn0042138	2400
FBgn0053483	0
FBgn0039577	0
FBgn0053481	0
FBgn0053487	0
FBtr0085613	0
FBgn0053374	0
FBgn0053375	0
FBgn0053376	0
FBgn0053377	0
FBgn0053370	0
FBgn0053372	0
FBgn0053373	0
FBgn0035983	339
FBgn0035982	0
FBgn0035981	520
FBgn0024740	0
FBgn0035987	901
FBgn0024250	262
FBgn0035985	4
FBgn0024252	1697
FBgn0038871	424
FBgn0020018	356
FBgn0028377	9
FBgn0028374	0
FBgn0028375	1224
FBgn0028372	371
FBgn0028373	0
FBgn0028370	0
FBgn0028371	0
FBgn0085518	0
FBgn0028379	146
FBgn0029535	0
FBgn0038872	1198
FBgn0022700	0
FBgn0029531	3
FBgn0022702	11
FBgn0039229	2505
FBgn0022709	248
FBgn0022708	4772
FBgn0029539	0
FBgn0029538	12
FBgn0032546	0
FBgn0035181	1642
FBgn0036109	0
FBgn0035187	0
FBgn0035186	3
FBgn0032231	553
FBgn0045477	0
FBgn0035189	16
FBgn0038931	0
FBgn0038930	0
FBgn0085228	0
FBgn0052687	599
FBgn0052686	18
FBgn0052685	2961
FBgn0032233	23
FBgn0052683	0
FBgn0052681	68
FBgn0087039	334
FBgn0032234	483
FBgn0085188	506
FBgn0087035	5456
FBgn0031251	11
FBgn0032235	63
FBgn0259961	0
FBgn0259960	0
FBgn0259963	0
FBgn0259962	0
FBgn0259965	0
FBgn0259964	0
FBgn0027321	4053
FBgn0259966	0
FBgn0259969	0
FBgn0259968	0
FBgn0033342	11487
FBgn0001978	2558
FBgn0085226	226
FBgn0031707	21
FBgn0036106	0
FBgn0036107	569
FBgn0052359	0
FBgn0052358	0
FBgn0036988	452
FBgn0052428	875
FBgn0085223	16
FBgn0052351	0
FBgn0052350	620
FBgn0052353	8
FBgn0052352	13
FBgn0052355	9
FBgn0052354	3
FBgn0052425	2165
FBgn0036985	7
FBgn0028952	181
FBgn0028953	1614
FBgn0019947	2493
FBgn0028956	971
FBgn0019940	3
FBgn0028954	2620
FBgn0028955	65
FBtr0085524	62
FBgn0019948	2710
FBgn0067783	1607
FBgn0026384	0
FBgn0026620	2983
FBgn0000499	1274
FBgn0000229	1222
FBgn0000490	23
FBgn0000492	0
FBgn0000497	3
FBgn0026380	1817
FBgn0085711	0
FBgn0085710	0
FBgn0085713	0
FBgn0085712	0
FBgn0085715	0
FBgn0085714	0
FBgn0085717	0
FBgn0085716	0
FBgn0085719	0
FBgn0085718	0
FBgn0030077	2
FBgn0039238	0
FBgn0039186	1963
FBgn0034168	10
FBgn0039184	0
FBgn0039183	1529
FBgn0039182	1554
FBgn0039180	19
FBgn0038878	185
FBgn0031403	164
FBgn0034160	0
FBgn0031401	1472
FBgn0031406	0
FBgn0031407	0
FBgn0039189	527
FBgn0031405	117
FBgn0029704	631
FBgn0031070	1486
FBtr0071318	0
FBgn0037129	2
FBgn0037128	2
FBgn0037127	3
FBgn0037126	46
FBgn0037125	0
FBgn0037124	0
FBgn0037123	0
FBgn0037122	36
FBgn0037121	1026
FBgn0037120	1195
FBgn0025821	2
FBgn0025820	227
FBgn0032397	697
FBgn0025825	1474
FBgn0025827	0
FBgn0031074	7
FBgn0039459	160
FBgn0033808	306
FBgn0033809	291
FBgn0039451	872
FBgn0039450	719
FBgn0033806	451
FBgn0033807	14
FBgn0039454	2
FBgn0033802	633
FBgn0029994	15
FBgn0034299	957
FBgn0031668	15
FBgn0034294	0
FBgn0034295	0
FBgn0010715	887
FBgn0034290	0
FBgn0034291	0
FBgn0031660	1297
FBgn0034293	0
FBgn0061362	1
FBgn0061360	348
FBgn0061361	1424
FBgn0014018	2984
FBgn0014019	0
FBgn0030137	132
FBgn0030136	38302
FBgn0014010	4948
FBgn0014011	1184
FBgn0015324	10397
FBgn0259836	0
FBgn0259834	364
FBgn0004242	0
FBgn0039435	2
FBgn0038257	182
FBgn0038250	28
FBgn0259839	0
FBgn0050118	1293
FBgn0038972	1383
FBgn0050449	1
FBgn0036868	0
FBgn0050447	0
FBgn0050446	11
FBgn0050115	343
FBgn0050114	0
FBgn0050441	17
FBgn0050440	0
FBgn0038453	1510
FBgn0027280	4694
FBgn0027287	507
FBgn0250814	7684
FBgn0036298	2604
FBgn0036299	800
FBgn0036294	21
FBgn0038976	1322
FBgn0036292	620
FBgn0036290	2898
FBgn0036291	228
FBgn0034838	0
FBgn0034839	2
FBgn0040699	0
FBgn0002773	720
FBgn0034833	0
FBgn0040697	0
FBgn0040696	0
FBgn0040694	0
FBgn0036861	0
FBgn0032338	0
FBgn0051251	412
FBgn0024912	386
FBgn0038320	5748
FBgn0038321	204
FBgn0038323	143
FBgn0038324	293
FBgn0038325	934
FBgn0038326	2173
FBgn0038327	917
FBgn0035407	354
FBgn0035404	3806
FBgn0036862	37
FBgn0035402	1383
FBgn0002774	1363
FBgn0035400	2207
FBgn0035401	1041
FBgn0052644	0
FBgn0035409	16
FBgn0033112	13
FBgn0033113	929
FBgn0036470	0
FBgn0036471	0
FBgn0036476	137
FBgn0033117	668
FBgn0036474	0
FBgn0033115	134
FBgn0036478	2013
FBgn0013548	1774
FBgn0002778	669
FBgn0069954	0
FBgn0040529	2580
FBgn0040528	72
FBgn0069953	0
FBgn0040524	5
FBgn0005590	2
FBgn0015721	0
FBgn0069958	0
FBgn0040522	0
FBgn0001078	1164
FBgn0001079	831
FBgn0004009	0
FBgn0004554	0
FBgn0001075	28
FBgn0004556	483
FBgn0001077	0
FBgn0004002	124
FBgn0004003	0
FBgn0004552	7
FBgn0030964	18
FBgn0002522	0
FBgn0002521	1376
FBgn0002527	6496
FBgn0002526	27472
FBgn0002525	8142
FBgn0002524	4841
FBgn0002528	13056
FBgn0013767	0
FBgn0013765	1958
FBgn0013764	2092
FBgn0013763	13656
FBgn0004066	4318
FBgn0053731	0
FBgn0035832	17
FBgn0039235	3
FBgn0035831	643
FBgn0052167	7
FBgn0052163	455
FBgn0025629	764
FBgn0025628	3873
FBgn0025627	28
FBgn0025626	886
FBgn0025625	19
FBgn0025624	476
FBgn0025621	467
FBgn0025620	0
FBgn0058445	0
FBgn0035753	30904
FBgn0058441	0
FBgn0039234	1471
FBgn0036884	7
FBgn0032577	0
FBgn0039215	1516
FBgn0039214	1808
FBgn0039213	1866
FBgn0029709	1673
FBgn0039210	327
FBgn0036236	0
FBgn0029705	14
FBgn0029706	779
FBgn0029707	0
FBgn0029700	0
FBgn0029701	2
FBgn0039219	1109
FBgn0029703	0
FBgn0086710	16473
FBgn0086711	0
FBgn0086712	2336
FBgn0039237	0
FBgn0030960	236
FBgn0021814	1409
FBgn0034599	351
FBgn0042179	0
FBgn0040647	13
FBgn0035751	0
FBgn0003691	4209
FBgn0003124	6062
FBgn0008646	0
FBgn0008649	38
FBgn0046698	0
FBgn0037918	1803
FBgn0053745	0
FBgn0053744	0
FBgn0053746	0
FBgn0053741	0
FBgn0037913	10646
FBgn0053743	0
FBgn0053742	0
FBgn0011704	9232
FBgn0062517	107
FBgn0027654	148
FBgn0016061	0
FBgn0031923	2
FBgn0259784	790
FBgn0259750	19
FBgn0039666	2
FBgn0003345	3397
FBgn0039664	293
FBgn0039665	1294
FBgn0020503	1175
FBgn0039668	1191
FBgn0039669	0
FBgn0024939	47127
FBgn0026702	1306
FBgn0026257	463
FBgn0036996	6
FBgn0259149	0
FBgn0051099	0
FBgn0044508	4
FBgn0020224	1135
FBgn0027872	482
FBgn0027873	601
FBgn0029833	1404
FBgn0087013	14860
FBgn0031873	244
FBgn0031872	627
FBgn0031871	721
FBgn0031877	256
FBgn0031876	184
FBgn0031875	800
FBgn0031874	201
FBgn0031879	6
FBgn0031878	2787
FBgn0000808	221
FBgn0032337	0
FBgn0052463	0
FBgn0028918	0
FBgn0028919	97
FBgn0024558	3321
FBgn0040060	0
FBgn0034624	0
FBgn0034335	10
FBgn0040063	0
FBgn0040064	2850
FBgn0034623	0
FBgn0034330	0
FBgn0040068	1785
FBgn0015269	432
FBgn0034629	117
FBgn0034628	1782
FBgn0038135	0
FBgn0085650	0
FBgn0038136	0
FBgn0038131	0
FBgn0038130	0
FBgn0038133	0
FBgn0085651	0
FBgn0038139	0
FBgn0082972	0
FBgn0028913	0
FBgn0053679	0
FBgn0082973	2
FBgn0053678	0
FBgn0082974	4
FBgn0052468	0
FBgn0082975	1
FBgn0010038	21
FBgn0010039	460
FBgn0085656	0
FBgn0030969	1478
FBgn0024556	3871
FBgn0051633	100
FBgn0051632	0
FBgn0040206	1087
FBgn0040207	862
FBgn0051189	0
FBgn0051636	5
FBgn0051635	696
FBgn0051634	23
FBgn0051184	2074
FBgn0051639	0
FBgn0051638	1501
FBgn0040208	1266
FBgn0051183	0
FBgn0026479	1317
FBgn0050326	0
FBgn0038575	197
FBgn0050324	3
FBgn0050325	2
FBgn0050323	7
FBgn0038574	1141
FBgn0038576	549
FBgn0021847	759
FBgn0038571	491
FBgn0083991	9
FBgn0083990	0
FBgn0083992	368
FBgn0051457	440
FBgn0020642	0
FBgn0051454	0
FBgn0051453	1096
FBgn0051451	99
FBgn0035469	363
FBgn0051989	563
FBgn0051988	0
FBgn0051459	0
FBgn0030834	821
FBgn0030835	0
FBgn0030836	0
FBgn0030837	0
FBgn0030830	0
FBgn0030831	0
FBgn0030832	0
FBgn0030833	291
FBgn0050237	0
FBgn0030838	1926
FBgn0000115	701
FBgn0000116	769
FBgn0000117	8753
FBgn0085290	408
FBgn0010388	4
FBgn0085292	14
FBgn0085293	3
FBgn0085294	0
FBgn0085295	0
FBgn0085296	0
FBgn0010389	3
FBgn0085298	9
FBgn0036666	2467
FBgn0036665	0
FBgn0020645	0
FBgn0036663	6497
FBgn0036662	543
FBgn0036661	4030
FBgn0036660	471
FBgn0032968	3
FBgn0032969	0
FBgn0032748	822
FBgn0032749	5
FBgn0032744	369
FBgn0032961	11123
FBgn0032746	972
FBgn0032964	3
FBgn0086558	5417
FBgn0032966	0
FBgn0032967	2
FBgn0001197	7471
FBgn0051326	9
FBgn0041005	252
FBgn0041004	1148
FBgn0036168	0
FBgn0065098	88
FBgn0065099	156
FBgn0005563	278
FBgn0005561	0
FBgn0005564	91
FBgn0003977	1405
FBgn0003975	0
FBgn0003970	0
FBgn0013954	9491
FBgn0013955	2786
FBgn0035194	373
FBgn0003979	0
FBgn0003978	827
FBgn0001229	27
FBgn0001228	5
FBgn0004619	0
FBgn0053179	0
FBgn0053172	310
FBgn0001220	16260
FBgn0053170	964
FBgn0001222	2005
FBgn0001225	11623
FBgn0001224	3971
FBgn0001991	19
FBgn0001226	6118
FBgn0065092	1
FBgn0033569	297
FBgn0005694	1062
FBgn0033562	1718
FBgn0036081	0
FBgn0036080	0
FBgn0033566	668
FBgn0036085	0
FBgn0033564	314
FBgn0030296	3
FBgn0086080	0
FBgn0065097	1
STRG.1761	21
FBgn0051816	0
FBgn0024150	878
FBgn0053358	0
FBgn0083950	0
FBgn0053357	0
FBgn0053354	0
FBgn0053355	0
FBgn0053353	0
FBgn0040674	0
FBgn0035213	1023
FBgn0024236	2709
FBgn0035211	146
FBgn0035210	338
FBgn0035217	0
FBgn0024232	4
FBgn0024230	352
FBgn0034913	457
FBgn0035218	0
FBgn0024728	892
FBgn0024238	13175
FBgn0034910	0
FBgn0034131	0
FBgn0015229	538
FBgn0036169	20
FBgn0085380	0
FBgn0038530	10
FBgn0033467	134
FBgn0028983	985
FBgn0086909	367
FBgn0086908	1172
FBgn0086904	13097
FBgn0086907	2
FBgn0086906	83
FBgn0086901	1009
FBgn0086900	0
FBgn0086902	7497
FBgn0038957	21
FBgn0250831	0
FBgn0250832	0
FBgn0250833	0
FBgn0038953	1025
FBgn0038952	76
FBgn0038951	478
FBgn0250837	2543
FBgn0250838	3058
FBgn0250839	0
FBgn0034918	112
FBgn0038488	554
FBgn0038959	0
FBgn0038958	0
FBgn0036731	0
FBgn0085475	0
FBgn0000459	0
FBgn0019828	0
FBgn0011869	0
FBgn0085476	0
FBgn0042118	0
FBgn0085477	0
FBgn0042112	731
FBgn0003598	1550
FBgn0042110	0
FBgn0042111	955
FBgn0036734	1557
FBgn0085472	0
FBgn0043578	3
FBgn0043577	0
FBgn0043576	0
FBgn0043575	18
FBgn0085473	0
FBgn0052409	1777
FBgn0019929	31
FBgn0019928	0
FBgn0052405	0
FBgn0052404	0
FBgn0019925	2700
FBgn0052406	0
FBgn0039512	0
FBgn0028935	0
FBgn0028936	3
FBgn0039513	0
FBgn0004901	1796
FBgn0028931	84
FBgn0028932	63
FBgn0039514	0
FBgn0028938	0
FBgn0028939	0
FBgn0029518	8
FBgn0022768	706
FBgn0036992	126
FBgn0020439	0
FBgn0022764	7017
FBgn0029514	692
FBgn0032310	0
FBgn0027599	134
FBgn0043792	4
FBgn0043791	137
FBgn0043796	726
FBgn0033038	8090
FBgn0043799	111
FBgn0000473	41
FBgn0000472	769
FBgn0067689	0
FBgn0067688	0
FBgn0000477	0
FBgn0067683	1
FBgn0067682	0
FBgn0000479	104
FBgn0067680	0
FBgn0067687	0
FBgn0067686	0
FBgn0067685	0
FBgn0067684	0
FBgn0031446	0
FBgn0032030	1118
FBgn0031331	0
FBgn0032031	593
FBgn0031332	0
FBgn0004837	289
FBgn0038536	725
FBgn0033461	3
FBgn0031469	4
FBgn0036510	472
FBgn0034104	0
FBgn0034105	4
FBgn0034106	10
FBgn0031467	0
FBgn0031460	25
FBgn0036513	407
FBgn0031462	0
FBgn0031463	0
FBgn0037101	0
FBgn0031600	627
FBgn0030331	0
FBgn0030330	1073
FBtr0113460	0
FBgn0031440	0
FBgn0037455	0
FBgn0037106	402
FBgn0030485	251
FBgn0037108	2785
FBgn0037459	0
FBgn0030486	1339
FBgn0030481	711
FBgn0030480	296
FBgn0030483	7
FBgn0030482	6078
FBgn0000617	1585
FBgn0000615	480
FBgn0000611	3334
FBgn0085598	4
FBgn0085597	0
FBgn0085596	0
FBgn0085595	0
FBgn0085594	0
FBgn0085593	0
FBgn0085592	0
FBgn0085591	0
FBgn0000618	476
FBgn0033826	0
FBgn0033827	6
FBgn0033820	0
FBgn0033821	16
FBgn0041111	1007
FBgn0033828	0
FBgn0031681	2802
FBgn0031682	463
FBgn0031683	360
FBgn0031684	938
FBgn0031685	3
FBgn0015925	890
FBgn0015924	2665
FBgn0031688	4
FBgn0031689	55
FBgn0015929	2503
FBgn0031449	616
FBgn0030157	0
FBgn0030156	3
FBgn0015222	8020
FBgn0014032	269
FBgn0014033	0
FBgn0030151	3101
FBgn0014031	61
FBgn0030317	72
FBgn0030159	0
FBgn0030158	11
FBgn0027111	72
FBgn0086039	6
FBgn0030311	1210
FBgn0030310	574
FBgn0034308	913
FBgn0037472	587
FBgn0031150	940
FBgn0037539	526
FBgn0034307	329
FBgn0000533	41
FBgn0034656	28
FBgn0050461	0
FBgn0050460	58
FBgn0050463	0
FBgn0050462	83
FBgn0050464	0
FBgn0050467	345
FBgn0050466	286
FBgn0085333	0
FBgn0030319	10
FBgn0085331	0
FBgn0085330	0
FBgn0085337	2
FBgn0085336	0
FBgn0085335	99
FBgn0034651	0
FBgn0033350	862
FBgn0033351	1688
FBgn0036272	1331
FBgn0036273	173
FBgn0033354	1153
FBgn0040031	0
FBgn0033356	1236
FBgn0036277	632
FBgn0033358	0
FBgn0033359	76
FBgn0040030	0
FBtr0077238	0
FBgn0011592	671
FBgn0034810	0
FBgn0034816	126
FBgn0034817	381
FBgn0034814	575
FBgn0010194	1030
FBgn0010197	0
FBgn0034819	0
FBgn0005624	407
FBgn0038302	641
FBgn0038303	1232
FBgn0038300	821
FBgn0002968	1255
FBgn0038306	1179
FBgn0038307	327
FBgn0038304	804
FBgn0011224	620
FBgn0038309	19
FBgn0031437	1298
FBgn0033688	7312
FBgn0033683	1034
FBgn0066303	148
FBgn0011227	1354
FBgn0033686	214
FBgn0066304	9
FBgn0033685	32
FBgn0033174	403
FBgn0038144	0
FBgn0036416	0
FBgn0036417	0
FBgn0036410	16
FBgn0036411	482
FBgn0013563	1594
FBgn0069938	0
FBgn0069936	0
FBgn0033178	1091
FBgn0036419	17
FBgn0051848	2
FBgn0051849	110
FBgn0045064	188
FBgn0045063	1792
FBgn0032889	1768
FBgn0032888	3
FBgn0051840	3
FBgn0032886	1087
FBgn0051842	341
FBgn0032884	2126
FBgn0032883	928
FBgn0032882	905
FBgn0051846	0
FBgn0051847	0
FBgn0004577	0
FBgn0004574	6691
FBgn0004575	6
FBgn0004572	0
FBgn0004573	7
FBgn0250792	1014
FBgn0004579	0
FBgn0013749	1706
FBgn0013745	0
FBgn0026196	4502
FBgn0013746	1261
FBtr0114279	0
FBgn0026197	6
FBtr0114270	0
FBtr0114271	0
FBtr0114272	0
FBgn0003501	606
FBgn0032087	0
FBgn0032086	14
FBgn0032085	8
FBgn0032084	19
FBgn0032083	2
FBgn0032082	1024
FBgn0032080	13
FBgn0036706	0
FBgn0030796	64
FBgn0032089	46
FBgn0032088	0
FBgn0025352	2893
FBgn0025355	494
FBgn0058461	0
FBgn0025608	1886
FBgn0058463	0
FBgn0028581	662
FBgn0028583	0
FBgn0028582	2512
FBgn0039239	4
FBgn0025681	924
FBgn0032229	1035
FBgn0045495	0
FBgn0053450	0
FBgn0039943	311
FBgn0032222	712
FBgn0032221	146
FBgn0039232	0
FBgn0039947	0
FBgn0039946	40
FBgn0032225	93
FBgn0039944	361
FBgn0029726	0
FBgn0029727	0
FBgn0029724	0
FBgn0029725	0
FBgn0029722	24
FBgn0029723	5
FBgn0029720	0
FBgn0015904	0
FBgn0026372	42854
FBgn0086736	1560
FBgn0029728	0
FBgn0029729	0
FBgn0035688	1447
FBgn0035689	423
FBgn0035685	0
FBgn0035686	4
FBgn0035687	10
FBgn0023514	855
FBgn0038476	3996
FBgn0010410	38771
FBgn0052392	0
FBgn0033608	1967
FBgn0023534	7
FBgn0053727	0
FBgn0053725	0
FBgn0053724	0
FBgn0053723	0
FBgn0053721	0
FBgn0053729	0
FBgn0053728	0
FBgn0053406	0
FBgn0044817	0
FBgn0044811	0
FBgn0044810	0
FBgn0044812	5
FBgn0016047	0
FBgn0016041	2146
FBgn0003366	20
FBgn0003360	27058
FBgn0015582	316
FBgn0030839	168
FBgn0040968	0
FBgn0038548	166
FBgn0038549	277
FBgn0027535	1913
FBgn0038540	0
FBgn0038541	0
FBgn0035022	2
FBgn0015586	4
FBgn0035024	821
FBgn0038545	170
FBgn0038546	1634
FBgn0038547	100
FBgn0015589	2764
FBgn0051603	0
FBgn0042105	0
FBgn0038472	429
FBgn0029989	0
FBgn0027495	1147
FBgn0033202	0
FBgn0029983	616
FBgn0029980	741
FBgn0029986	43
FBgn0029987	46
FBgn0039217	0
FBgn0031855	0
FBgn0031854	0
FBgn0031857	3
FBgn0031856	3
FBgn0031851	557
FBgn0031850	1134
FBgn0031853	0
FBgn0038473	1910
FBgn0031859	0
FBgn0031858	0
FBgn0034318	0
FBgn0031149	4649
FBgn0031148	1828
FBgn0034649	255
FBgn0031143	833
FBgn0034310	1756
FBgn0031141	0
FBgn0031140	0
FBgn0034315	1943
FBgn0015247	1708
FBgn0031145	2321
FBgn0040045	2
FBgn0038159	0
FBgn0038158	0
FBgn0038157	0
FBgn0038156	5
FBgn0038153	0
FBgn0038151	0
FBgn0038150	0
FBgn0064116	2147
FBgn0026181	2978
FBgn0030947	8
FBgn0026189	7925
FBgn0026188	7489
FBgn0040958	0
FBgn0040959	0
FBgn0040228	269
FBgn0040229	3
FBgn0040950	0
FBgn0040227	4579
FBgn0010504	1174
FBgn0015025	159
FBgn0040954	1176
FBgn0010051	1884
FBgn0010052	4
FBgn0010053	859
FBgn0051617	0
FBgn0051611	0
FBgn0051613	0
FBgn0051612	63
FBgn0026323	1386
FBgn0023130	142
FBgn0026320	2
FBgn0051619	5787
FBgn0026326	977
FBgn0026324	342
FBgn0058275	0
FBgn0000289	4038
FBgn0030941	756
FBgn0000283	5574
FBgn0000286	338
FBgn0000287	0
FBgn0038478	740
FBgn0027588	3927
FBgn0027589	0
FBgn0027584	0
FBgn0027585	0
FBgn0027586	0
FBgn0027587	503
FBgn0027580	6641
FBgn0027581	704
FBgn0027582	1477
FBgn0027583	1611
FBgn0037102	1258
FBgn0051471	0
FBgn0051473	32
FBgn0051472	682
FBgn0051475	0
FBgn0051477	86
FBgn0037668	5
FBgn0037669	658
FBgn0065076	6
FBgn0030816	32
FBgn0030817	0
FBgn0030814	4
FBgn0030815	4
FBgn0030812	2563
FBgn0030813	239
FBgn0030810	5
FBgn0030811	0
FBgn0082598	4889
FBgn0033320	10
FBgn0000137	0
FBgn0000139	1030
FBgn0036641	622
FBgn0036640	1236
FBgn0040354	0
FBgn0036646	352
FBgn0036648	374
FBgn0032943	1180
FBgn0033323	0
FBgn0032946	0
FBgn0032763	159
FBgn0032945	7
FBgn0004907	26565
FBgn0032949	16660
FBgn0004903	755
FBgn0053395	0
FBgn0032768	0
